model_name,poisoned,master_seed,number_classes_level,number_classes,poisoned_level,model_architecture_level,model_architecture,learning_rate_level,learning_rate,batch_size_level,batch_size,loss_eps,early_stopping_epoch_count,validation_split,adversarial_training_method_level,adversarial_training_method,embedding_level,embedding,embedding_flavor_level,embedding_flavor,source_dataset_level,source_dataset,rnn_hidden_state_size_level,rnn_hidden_state_size,dropout_level,dropout,rnn_bidirection_level,rnn_bidirectional,rnn_number_layers_level,rnn_number_layers,adversarial_eps_level,adversarial_eps,adversarial_training_ratio_level,adversarial_training_ratio,adversarial_training_iteration_count_level,adversarial_training_iteration_count,trigger_organization_level,trigger_organization,number_triggers,cls_token_is_first,triggers_0_source_class,triggers_0_target_class,triggers_0_fraction_level,triggers_0_fraction,triggers_0_behavior,triggers_0_type_level,triggers_0_type,triggers_0_condition_level,triggers_0_condition,triggers_1_source_class,triggers_1_target_class,triggers_1_fraction_level,triggers_1_fraction,triggers_1_behavior,triggers_1_type_level,triggers_1_type,triggers_1_condition_level,triggers_1_condition,final_train_loss,final_combined_val_loss,final_clean_val_loss,final_triggered_val_loss,final_optimizer_num_epochs_trained,training_wall_time_sec,test_wall_time_sec,final_train_acc,final_combined_val_acc,final_clean_val_acc,final_triggered_val_acc,final_clean_data_test_acc,final_triggered_data_test_acc,clean_example_acc,poisoned_example_acc,converged
id-00000045,False,638641726,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,1,0.25,0,True,0,2,1,0.02,0,0.1,1,3,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07995789099870057,0.09307683518176878,0.09307683518176878,None,65,639.1365888118744,35.22972106933594,82.10573194702985,81.54671245831466,81.54671245831466,None,82.03429880045049,None,100.0,None,1
id-00000046,True,1315523054,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.0849779631839744,0.19331211267194115,0.1401648157144953,0.05314729695744587,44,417.3958320617676,36.23552179336548,94.8073096199528,91.89775280114233,86.64721662890062,97.14828897338404,84.89940931503163,97.18622732321363,100.0,100.0,1
id-00000047,False,10828330,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.42175454116211486,1.5177865457044888,0.3538390230642606,None,55,395.6970884799957,57.39313459396362,81.16404932715116,59.0846239500683,85.09377162298577,None,85.95712240679623,None,100.0,None,1
id-00000048,False,1896698816,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,1,3,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.23347845913044044,0.20137342839935346,0.20137342839935346,None,66,133.22800374031067,5.67068076133728,81.58593110660574,82.99020182164539,82.99020182164539,None,84.79816121292075,None,100.0,None,1
id-00000049,False,1380385088,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,10,imdb,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2667371941109498,0.29497512760041633,0.29497512760041633,None,75,377.3143775463104,58.76920461654663,88.41278841593049,87.82461362427036,87.82461362427036,None,87.48,None,100.0,None,1
id-00000050,True,489468904,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.10422843018252599,0.23037057327372684,0.1483550785907677,0.08201549468295914,68,307.7131857872009,13.95250129699707,91.83800805981016,90.94206252210515,84.50942337356591,97.3747016706444,83.66199457843535,98.02306425041186,100.0,100.0,1
id-00000051,True,608402998,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,2,7,0,one2one,1,True,0,1,0,0.05,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.11275477316791824,0.22811356138891348,0.14577238107287396,0.0823411803160395,38,2232.2928142547607,211.71679592132568,86.29200114569531,89.72013686549116,82.38145020157053,97.05882352941177,82.88689483930028,96.47887323943662,100.0,100.0,1
id-00000052,False,25810806,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09314495475326061,0.09402223731825748,0.09402223731825748,None,79,9988.254051446915,346.928240776062,83.40805290231332,83.41707531819198,83.41707531819198,None,84.55061474180823,None,100.0,None,1
id-00000053,True,651330457,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,None,None,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,0,character,1,spatial,0,1,1,0.1,StaticTarget,0,character,1,spatial,0.07898786816234005,0.11967757088220432,0.09480289742654391,0.024874673455660405,84,10544.144659996033,337.9816372394562,93.02420602842848,89.77010508101414,81.76740677717856,97.77280338484971,82.16414096323344,97.35809390421235,100.0,100.0,1
id-00000054,True,495046317,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,0,1,0,0.05,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.05700182932550182,0.15330721334415479,0.09068733769330187,0.06261987565085292,77,5680.912511348724,319.56276273727417,89.6752097300475,90.75270844448227,83.67932993244278,97.82608695652173,83.67488777706758,96.37023593466425,100.0,100.0,1
id-00000055,False,1588672637,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.10197116902909109,0.09626433796869394,0.09626433796869394,None,42,5850.936117649078,502.98192739486694,83.26184830247018,86.55262152939078,86.55262152939078,None,86.33221995921907,None,100.0,None,1
id-00000056,True,269254954,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,True,0,2,2,0.05,0,0.1,2,7,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.1972205011519171,0.273074902976429,0.18765545116326252,0.08541945181316649,40,2604.8337557315826,224.15588974952698,87.71735404105331,91.13825978633153,86.32060806683481,95.95591150582824,86.42832530409885,96.0904170646291,100.0,100.0,1
id-00000057,True,900988491,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,1,3,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.10555392123244114,0.1266170804837101,0.11865654466525903,0.007960535818451067,64,328.7529993057251,14.680545568466187,93.87707624292842,91.2740748244838,82.7785643955114,99.76958525345621,83.87607012143819,99.53874538745387,100.0,100.0,1
id-00000058,True,815889317,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,2,0.2,StaticTarget,0,character,0,None,1,0,0,0.05,StaticTarget,1,word,1,spatial,0.057013369159807814,0.14036706721733636,0.07017090751383223,0.07019615970350412,50,2413.921944141388,213.9310085773468,91.83643275744305,90.96017888297564,84.09244548095901,97.82791228499225,83.76254218520265,98.11724152628159,100.0,100.0,1
id-00000059,False,374562925,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,2,7,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.20354435875612711,0.20066646057791238,0.20066646057791238,None,106,243.86342406272888,5.379381418228149,84.35703305626208,83.7799043062201,83.7799043062201,None,85.780468802279,None,100.0,None,1
id-00000060,True,1542099949,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,0,0.01,1,0.3,1,3,0,one2one,1,True,1,0,0,0.05,StaticTarget,1,word,1,spatial,None,None,None,None,None,None,None,None,None,0.12434655729643743,0.13489518967365804,0.0952897782897178,0.03960541138394024,48,4959.667568683624,351.5152688026428,84.02919213299865,91.35029730454193,84.48047110744925,98.22012350163459,84.8105389763773,98.29346557759627,100.0,100.0,1
id-00000061,False,1039933875,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,10,imdb,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.259756515471217,0.2989085843385775,0.2989085843385775,None,134,1207.6322960853577,82.49478912353516,89.51300532511937,88.53632343075166,88.53632343075166,None,88.372,None,100.0,None,1
id-00000062,True,184512496,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,False,1,0,2,0.2,StaticTarget,2,phrase,2,class,0,1,2,0.2,StaticTarget,0,character,0,None,0.08416239116583706,0.14768080641559023,0.1097247780408161,0.03795602837477413,59,4570.17799949646,334.18023562431335,94.9188700958327,91.49107909339082,83.99751837490987,98.98463981187177,84.67050400734344,98.93246568328854,100.0,100.0,1
id-00000063,False,882666546,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0812907550778044,0.0971399725931878,0.0971399725931878,None,74,306.0967059135437,14.186821460723877,87.91730924822086,85.32673433940946,85.32673433940946,None,83.49068308969501,None,100.0,None,1
id-00000064,True,756266186,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.059640705138629006,0.10257728058087967,0.085649634267934,0.016927646312945674,32,1586.1325643062592,217.05054712295532,96.51898693205136,92.7102890923658,86.06592452059853,99.35465366413308,85.69920130788677,99.3068469991547,100.0,100.0,1
id-00000065,True,306708483,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,1,amazon-Digital_Music_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.04238000107162055,0.07964288267619439,0.06706360002326867,0.01257928265292572,58,1050.778264760971,72.19118094444275,97.23054978788764,89.94781611509256,80.42152219782265,99.47411003236246,80.30136229215195,99.34721790488032,100.0,100.0,1
id-00000066,True,1631227791,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,None,None,0,one2one,1,True,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.1026238949737636,0.10667953902836108,0.09929686226306393,0.00738267676529715,43,5531.8718683719635,454.9617304801941,90.98852140762934,91.43174729148642,83.13493866549183,99.728555917481,83.76978325658003,99.68340768455893,100.0,100.0,1
id-00000067,False,2105973191,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.058916893765905226,0.08281967432653049,0.08281967432653049,None,45,567.8934578895569,57.02625131607056,86.16973299652759,80.7662005239345,80.7662005239345,None,80.4706167370641,None,100.0,None,1
id-00000068,False,1748242753,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,8,amazon-Software_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.16269576053933374,0.198508373814924,0.198508373814924,None,37,200.3997609615326,32.49001407623291,88.9483393071794,85.63102663102663,85.63102663102663,None,86.7909771812594,None,100.0,None,1
id-00000069,False,708942902,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.1373539259919198,0.14278445343996243,0.14278445343996243,None,42,3058.7595734596252,214.99241828918457,84.36039039454795,84.52957012638997,84.52957012638997,None,84.27932767007356,None,100.0,None,1
id-00000070,True,284078994,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,4,amazon-Luxury_Beauty_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,0,1,0,one2one,1,False,1,0,0,0.05,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.14669455238617957,0.2055975306916293,0.14598007569064017,0.05961745500098914,87,446.3350179195404,14.965667247772217,82.97332233504116,91.9390593862973,87.14914680997778,96.72897196261682,81.96825316546077,96.88581314878893,100.0,100.0,1
id-00000071,False,1191141273,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,8,amazon-Software_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,1,3,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.20078052127999918,0.2071431949814974,0.2071431949814974,None,82,277.55656838417053,7.095739364624023,83.93133187341323,86.48270915716833,86.48270915716833,None,87.34883898783063,None,100.0,None,1
id-00000072,False,1273949178,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.10555316777990534,0.09291478562851747,0.09291478562851747,None,93,12538.017431497574,372.24556398391724,80.76755184572939,83.96041145424809,83.96041145424809,None,84.81324649088099,None,100.0,None,1
id-00000073,False,694269168,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.27060077387170917,0.2872494921276841,0.2872494921276841,None,40,350.0335600376129,199.26740217208862,88.59031505475056,87.60907269634366,87.60907269634366,None,87.53999999999999,None,100.0,None,1
id-00000074,False,180815092,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,True,0,2,0,0.01,1,0.3,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.2388799443308796,0.5741613741826128,0.27727009466400854,None,49,166.48997044563293,5.586713075637817,83.78386283461616,82.2945205479452,85.42237442922374,None,87.78678294921232,None,100.0,None,1
id-00000075,True,1816438320,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,False,1,0,1,0.1,StaticTarget,2,phrase,0,None,0,1,1,0.1,StaticTarget,0,character,1,spatial,0.13365040816050688,0.3959655700226862,0.18660146332024408,0.2093641067024421,70,3283.2440531253815,207.18958282470703,90.32532737688395,90.28193249738166,84.53264637582541,96.03121861893791,84.85704054877104,95.97562786428277,100.0,100.0,1
id-00000076,False,205411590,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07078599608365421,0.12134521779704041,0.12134521779704041,None,65,211.78251671791077,9.368348836898804,88.66939611966566,83.47299456007738,83.47299456007738,None,84.28356512813572,None,100.0,None,1
id-00000077,True,1746181828,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,None,None,0,one2one,1,True,0,1,2,0.2,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.060264494329518574,0.19166148942979228,0.0847998873287312,0.10686160210106108,74,10572.208302736282,438.0021662712097,86.8672124341814,88.34970215606901,81.32199061992034,95.37741369221767,81.16577715859114,96.11277231952157,100.0,100.0,1
id-00000078,True,2128071878,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,5,amazon-Musical_Instruments_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,0,0.05,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.08983322560919008,0.12825067835071252,0.1013059766552834,0.026944701695429105,54,1292.4629185199738,100.02780222892761,89.09125647966943,90.9785909262424,82.92119213526117,99.03598971722364,82.76557100405361,98.82232462877624,100.0,100.0,1
id-00000079,False,555459696,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.06815096169520306,0.08233777197543532,0.08233777197543532,None,36,4079.173679590225,455.0542895793915,88.19271719660333,86.38891540786872,86.38891540786872,None,86.44023518178501,None,100.0,None,1
id-00000080,False,1183664897,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,1,3,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.17704873165265392,0.2504393398792007,0.16255272799202622,None,59,3415.68549823761,176.2388129234314,88.36367455174836,90.02946520074423,84.21603111048826,None,84.27090286983218,None,100.0,None,1
id-00000081,True,626564672,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,None,None,1,pair-one2one,2,True,0,1,0,0.05,StaticTarget,0,character,1,spatial,1,0,0,0.05,StaticTarget,2,phrase,2,class,0.06953219534180595,0.10291692813770525,0.07342858165973679,0.029488346477968472,37,2951.2748880386353,234.29298782348633,90.92052040146558,91.33041235176827,84.49423988576193,98.1665848177746,84.4384995321209,97.6919529743104,100.0,100.0,1
id-00000082,False,1080203890,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,5,amazon-Musical_Instruments_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.10055939264871264,0.1048325421296183,0.1048325421296183,None,58,1402.5027196407318,103.38605523109436,79.73511760391995,81.07240581834387,81.07240581834387,None,82.20765546496449,None,100.0,None,1
id-00000083,False,1913892678,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.12218064219965268,0.13694520040774963,0.13694520040774963,None,56,2778.274878501892,216.29500222206116,86.31327709345362,84.89067898587255,84.89067898587255,None,85.00633034435486,None,100.0,None,1
id-00000084,True,4339781,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,1,3,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,0,character,1,spatial,0,1,1,0.1,StaticTarget,0,character,2,class,0.0704520242696271,0.11282781659420871,0.08975441908505742,0.02307339750915128,39,3392.216609477997,357.2843246459961,93.70840059404718,92.55915203374036,87.01160937887487,98.10669468860587,87.25824940398287,98.0390340298396,100.0,100.0,1
id-00000085,True,499738529,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,0,1,1,0.1,StaticTarget,1,word,2,class,None,None,None,None,None,None,None,None,None,0.09185788785237174,0.12483589164986869,0.09962601541169426,0.025209876238174427,57,6383.161335468292,501.9634952545166,84.23827385641249,90.82734796055499,82.73944168382187,98.91525423728812,82.33567756801062,99.36541512427287,100.0,100.0,1
